Reporte:,Detalle de facturas de grupos de locales,,,,,,,,,,,,
Periodo:,01 de junio de 2024 al 30 de junio de 2024,,,,,,,,,,,,
,,,,,,,,,,,,,
Nombre Local,ID Factura,Fecha Fin Transaccion,Codigo Interno del Producto,Codigo producto (Elemetrica),Descripcion del Producto,Descripcion de la Categoria,Categoria 2,Subtotal,Descuentos,Impuestos,Total,Unidades Vendidas,Precio
Restaurant 1,20240601_276347_V10G,1/6/24 18:35,11100010,casacasco01-5d78e012c5714e63_11100010_b89638455e640027,Margarita, Bebidas Alcoholicas, COCTELES CLASICOS,29,0,2.03,31.03,2,14.5
Restaurant 1,20240601_276347_V10G,1/6/24 18:35,10500021,casacasco01-5d78e012c5714e63_10500021_98a10d0613286069,Tanqueray Trago, Bebidas Alcoholicas, GINEBRA,11,0,0.77,11.77,1,11
Restaurant 1,20240601_276369_V10G,1/6/24 18:36,11100005,casacasco01-5d78e012c5714e63_11100005_afacd8cb27283b72,Old Fashioned, Bebidas Alcoholicas, COCTELES CLASICOS,50,0,3.5,53.5,4,12.5
Restaurant 1,20240601_276369_V10G,1/6/24 18:36,11000015,casacasco01-5d78e012c5714e63_11000015_cbac0239af15e007,Balboa Roja Bot 330 ml, Bebidas Alcoholicas, CERVEZA,30,0,2.1,32.1,6,5
Restaurant 1,20240601_276369_V10G,1/6/24 18:36,11100032,casacasco01-5d78e012c5714e63_11100032_66e468eec8a0df2a,Spicy Pineapple, Bebidas Alcoholicas, HOUSE COCKTAILS,13.5,0,0.95,14.45,1,13.5
Restaurant 1,20240601_276353_V10G,1/6/24 18:36,2049,casacasco01-5d78e012c5714e63_2049_48d08f56eac79904,The Traveler, Bebidas Alcoholicas, HOUSE COCKTAILS,13,0,0.91,13.91,1,13
Restaurant 1,20240601_276353_V10G,1/6/24 18:36,3354,casacasco01-5d78e012c5714e63_3354_b89638455e640027,Margarita, Bebidas Alcoholicas, COCTELES CLASICOS,12.5,0,0.88,13.38,1,12.5
Restaurant 1,20240601_276396_V10G,1/6/24 18:37,10300002,casacasco01-5d78e012c5714e63_10300002_3decec02e5bb07f7,Abuelo 7  Trago, Bebidas Alcoholicas, RON,60,0,4.2,64.2,6,10
Restaurant 1,20240601_276396_V10G,1/6/24 18:37,10500021,casacasco01-5d78e012c5714e63_10500021_98a10d0613286069,Tanqueray Trago, Bebidas Alcoholicas, GINEBRA,33,0,2.31,35.31,3,11
Restaurant 1,20240601_276396_V10G,1/6/24 18:37,11100026,casacasco01-5d78e012c5714e63_11100026_62cee83736191494,Moscow Mule, Bebidas Alcoholicas, COCTELES CLASICOS,25,0,1.75,26.75,2,12.5
